18/05/18 22:08:26.740 : INFO  : OK : Created new logfile: c:\tmp\20180518\VS_1_20180518220824.log
18/05/18 22:08:37.365 : INFO  : OK : INIT FFMPEG DRIVERS
18/05/18 22:08:37.521 : INFO  : OK : load lang
18/05/18 22:08:37.708 : INFO  : OK : ReadLanguage : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\LANGUAGES\ENGLISH\LANG.TXT
18/05/18 22:08:37.708 : INFO  : OK : Load LIGHT RLC
18/05/18 22:08:37.818 : INFO  : OK :CHEKING SECURITY
18/05/18 22:08:37.833 : INFO  : OK : Checking names
18/05/18 22:08:39.240 : INFO  : OK : Waiting for initialization : 10 Seconds. Press ESC to bypass
18/05/18 22:08:49.255 : INFO  : OK : CHEKING FEATURE
18/05/18 22:09:00.896 : INFO  : OK : Feature loaded 10
18/05/18 22:09:01.209 : INFO  : OK : Loading window  conection form
18/05/18 22:09:01.615 : INFO  : OK : 0
18/05/18 22:09:01.678 : INFO  : OK : ReadLanguage : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\LANGUAGES\ENGLISH\LANG.TXT
18/05/18 22:09:01.678 : INFO  : OK : 1
18/05/18 22:09:02.318 : INFO  : OK : Connection Test OK
18/05/18 22:09:02.412 : INFO  : OK : CHECK COUNTRIES VPAR DLL
18/05/18 22:09:32.834 : INFO  : OK : LOAD COUNTRIES VPAR DLL
18/05/18 22:09:32.850 : INFO  : OK : CHECK CONFIGURATION VPS Instance
18/05/18 22:09:34.287 : INFO  : OK : LOAD CONFIGURATION VPS Instance
18/05/18 22:09:35.303 : ERROR : ERROR : URL parse failed! error: Object reference not set to an instance of an object.
18/05/18 22:09:35.381 : INFO  : OK : LoadConfiguration : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\LANGUAGES\ENGLISH\LANG.TXT
18/05/18 22:09:35.412 : INFO  : OK : ButtonSaveConfiguration.
18/05/18 22:09:41.287 : INFO  : OK : SaveConfiguration : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\OPTIONS\DEFAULT\CONFIGURATION.TXT
18/05/18 22:09:42.366 : INFO  : OK : CHECK COUNTRY
18/05/18 22:09:42.366 : INFO  : OK : LOAD REGION AND COUNTRY
