25/05/18 23:42:36.101 : INFO  : OK : Created new logfile: c:\tmp\20180525\VS_1_20180525234233.log
25/05/18 23:42:45.023 : INFO  : OK : INIT FFMPEG DRIVERS
25/05/18 23:42:45.398 : INFO  : OK : load lang
25/05/18 23:42:45.773 : INFO  : OK : ReadLanguage : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\LANGUAGES\ENGLISH\LANG.TXT
25/05/18 23:42:45.773 : INFO  : OK : Load LIGHT RLC
25/05/18 23:42:45.804 : INFO  : OK :CHEKING SECURITY
25/05/18 23:42:45.820 : INFO  : OK : Checking names
25/05/18 23:42:47.351 : INFO  : OK : Waiting for initialization : 10 Seconds. Press ESC to bypass
25/05/18 23:42:57.382 : INFO  : OK : CHEKING FEATURE
25/05/18 23:43:04.429 : INFO  : OK : Feature loaded 10
25/05/18 23:43:04.742 : INFO  : OK : Loading window  conection form
25/05/18 23:43:05.023 : INFO  : OK : 0
25/05/18 23:43:05.070 : INFO  : OK : ReadLanguage : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\LANGUAGES\ENGLISH\LANG.TXT
25/05/18 23:43:05.086 : INFO  : OK : 1
25/05/18 23:43:06.164 : INFO  : OK : Connection Test OK
25/05/18 23:43:06.289 : INFO  : OK : CHECK COUNTRIES VPAR DLL
25/05/18 23:43:21.430 : INFO  : OK : LOAD COUNTRIES VPAR DLL
25/05/18 23:43:21.430 : INFO  : OK : CHECK CONFIGURATION VPS Instance
25/05/18 23:43:22.320 : INFO  : OK : LOAD CONFIGURATION VPS Instance
25/05/18 23:43:22.461 : ERROR : ERROR : URL parse failed! error: Object reference not set to an instance of an object.
25/05/18 23:43:22.508 : INFO  : OK : LoadConfiguration : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\LANGUAGES\ENGLISH\LANG.TXT
25/05/18 23:43:22.508 : INFO  : OK : ButtonSaveConfiguration.
25/05/18 23:43:24.461 : INFO  : OK : SaveConfiguration : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\OPTIONS\DEFAULT\CONFIGURATION.TXT
25/05/18 23:43:25.508 : INFO  : OK : CHECK COUNTRY
25/05/18 23:43:25.523 : INFO  : OK : LOAD REGION AND COUNTRY
25/05/18 23:43:26.289 : INFO  : OK : LoadConfiguration : C:\Program Files\Neural Labs\Neural Labs VPAR Server x64 2\Release\LANGUAGES\ENGLISH\LANG.TXT
25/05/18 23:43:26.367 : INFO  : OK : Started thread_Start_Subsystems 
25/05/18 23:43:26.461 : WARN  : WARNING 2 : Using IP Address : 127.0.0.1
25/05/18 23:43:26.461 : INFO  : OK : Using IP Address : 127.0.0.1
25/05/18 23:43:26.476 : INFO  : OK : Try to connect to database...
25/05/18 23:43:26.789 : INFO  : OK : Try to connect to database ... Done.
25/05/18 23:43:26.805 : INFO  : OK : Try to register ...
25/05/18 23:43:26.820 : INFO  : OK : Try to register ... Done.
25/05/18 23:43:30.086 : INFO  : OK : Analitycs engine init OK
25/05/18 23:43:31.461 : INFO  : OK : Try to load Cameras ...
25/05/18 23:43:33.430 : WARN  : WARNING 2 : Set detection preferences for camera:Subsuelo 2 : Read Always=True : Motion=False : Trigger=False
25/05/18 23:43:33.445 : WARN  : WARNING 2 : Set ANPR preferences for camera:Subsuelo 2
